"","Accipiter_gentilis","Accipiter_nisus","Acrocephalus_sp.","Aegolius_funereus","Alauda_arvensis","Anas_sp.","Anguis_fragilis","Anthus_sp.","Apodemus_flavicollis","Apodemus_sylvaticus","Aquila_pomarina","Arvicola_terrestris","Asio_otus","Blicca_bjoerkna","Bonasa_bonasia","Bufo_sp.","Buteo_buteo","Canis_lupus","Carassius_carassius","Carduelis_cannabina","Carduelis_carduelis","Carduelis_chloris","Castor_fiber","Certhia_familiaris","Clethrionomys_glareolus","Coccothraustes_coccothraustes","Columba_palumbus","Corvus_corone","Cuculus_canorus","Dendrocopos_major","Dryomys_nitedula","Emberiza_citrinella","Emberiza_schoeniclus","Erinaceus_concolor","Erithacus_rubecula","Esox_lucius","Falco_subbuteo","Ficedula_albicollis","Ficedula_hypoleuca","Fringilla_coelebs","Garrulus_glandarius","Gasterosteus_aculeatus","Glaucidium_passerinum","Glis_glis","Gobio_gobio","Gymnocephalus_cernuus","Hippolais_icterina","Hirundo_rustica","Hymenoptera","Jynx_torquilla","Lacerta_sp.","Lanius_collurio","Larus_ridibundus","Lepus_europaeus","Lota_lota","Lumbricidae_sp.","Lutra_lutra","Lynx_lynx","Martes_martes","Meles_meles","Micromys_minutus","Microtus_agrestis","Microtus_arvalis","Microtus_oeconomus","Motacilla_alba","Motacilla_flava","Mus_musculus","Mustela_putorius","Mustela_vison","Natrix_natrix","Neomys_anomalus","Neomys_fodiens","Nyctereutes_procyonoides","Oriolus_oriolus","Parus_caeruleus","Parus_major","Perca_fluviatilis","Perdix_perdix","Pernis_apivorus","Phoenicurus_phoenicurus","Phylloscopus_collybita","Phylloscopus_sibilatrix","Pitymys_subterraneus","Prunella_modularis","Pyrrhula_pyrrhula","Rana_arvalis","Rana_temporaria","Rattus_norvegicus","Riparia_riparia","Rutilus_rutilus","Saxicola_rubetra","Sciurus_vulgaris","Serinus_serinus","Sicista_betulina","Sitta_europaea","Sorex_araneus","Sorex_caecutiens","Sorex_minutus","Strix_aluco","Sturnus_vulgaris","Sylvia_atricapilla","Sylvia_communis","Sylvia_sp.","Talpa_europaea","Tringa_ochropus","Troglodytes_troglodytes","Turdus_iliacus","Turdus_merula","Turdus_philomelos","Undet._amphibians","Undet._bats","Undet._birds","Upupa_epops","Vanellus_vanellus","Vulpes_vulpes"
"Sorex_araneus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00243122585453935,NA,NA,NA,NA,NA,0.00105973453553232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000272083486106459,NA,NA,NA,NA,NA,NA,NA,0.0153101384327677,0.0102987250445212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000115478416259666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorex_caecutiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00743058704963467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorex_minutus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00238160430839003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161893350486746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strix_aluco",NA,NA,-0.00430536187700718,NA,NA,NA,NA,-0.000478373541889686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00956213199565539,NA,NA,NA,-0.000111221199251273,NA,NA,-0.000581217535814057,NA,-0.000259433312680769,NA,NA,NA,-0.0118530571436164,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00181101055334008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.60085946699163e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000285788831430704,-0.000639135046285486,NA,NA,NA,1.43195399706844,NA,-0.000271519942887757,NA,NA,NA,NA,-0.00115681452302763,-0.0361178259826338,-0.00149527504040372,-0.00122403677547511,NA,NA,-0.00225867184979036,NA,NA,NA
"Sturnus_vulgaris",0.0206825472309227,0.083145743868772,NA,NA,NA,NA,NA,NA,NA,NA,0.00689326088675353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00825246493055347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sylvia_atricapilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00271519942887757,NA,0.42242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sylvia_communis",NA,0.826838407946329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331868775995841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sylvia_sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152719179257142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Talpa_europaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00523452525493628,NA,NA,NA,NA,NA,0.0231312080686726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000407800351943689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000302442233831332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50081935608251e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tringa_ochropus",NA,0.172933486158434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troglodytes_troglodytes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101357159352576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0306789454323794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115681452302763,NA,NA,NA,NA,NA,NA,1.41241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turdus_iliacus",0.600150104046229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361178259826338,NA,NA,NA,NA,NA,NA,NA,2.79155,NA,NA,NA,NA,NA,NA,NA,NA
"Turdus_merula",0.0784207203895992,0.215374670447439,NA,NA,NA,NA,NA,NA,NA,NA,0.0135859199559282,NA,NA,NA,NA,NA,0.0411462065570519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012277697221348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00139412596830165,NA,NA,NA,NA,NA,NA,NA,NA,0.0011859028660883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00180685230234302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149527504040372,NA,NA,NA,NA,NA,NA,NA,NA,0.06252,NA,NA,NA,NA,NA,NA,NA
"Turdus_philomelos",0.0314098292702375,0.126684429052914,NA,0.012592780866834,NA,NA,NA,NA,NA,NA,0.0077226887550104,NA,NA,NA,NA,NA,0.0435777772862116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00814222709901631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00505908937089746,0.00647181524770156,1.56848091416273e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00119825416076209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0122403677547511,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05215,NA,NA,NA,NA,NA,0.00126123983965603
"Undet._amphibians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00062468550330301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000312752778311783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00133374088956501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00263,NA,NA,NA,NA,7.73816046263198e-05
"Undet._bats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290557750759878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102645165208941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38737,NA,NA,NA,NA
"Undet._birds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454397227070262,NA,NA,NA,NA,NA,0.028311812263496,0.000571165954704743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0767070351525384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00709154716532927,NA,NA,0.000637719838563791,NA,NA,NA,NA,NA,NA,NA,0.0109187346453311,NA,NA,NA,NA,0.00533806453331653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0225867184979036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01834,NA,NA,NA
"Upupa_epops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578413156626993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2991,NA,NA
"Vanellus_vanellus",0.19744938423121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8564,NA
"Vulpes_vulpes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00361907812406174,NA,NA,-4.35354243329282e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.60671640318495e-05,NA,NA,NA,NA,NA,NA,NA,NA,-6.03569686718151e-06,NA,NA,NA,NA,-2.34646141750015e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66737592750584e-06,NA,NA,-0.0206385426050078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000187502054889218,NA,-0.000776923741228111,NA,NA,NA,NA,NA,NA,NA,NA,-1.55090465320804e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000126123983965603,-7.73816046263198e-06,NA,NA,NA,NA,2.43535575460537
